source,target
"En contraste, los niños de ascendencia asiática tenían su mejor rendimiento cuando creían que sus madres had made the choice, second best cuando elegían por sí mismos, y least well cuando it had been chosen by Miss Smith.","In contrast, Asian-American children performed best when they believed their mothers had made the choice, second best when they chose for themselves, and least well when it had been chosen by Miss Smith."
"Ahora, parte de mi trabajo es sentar realmente las bases para integrate urban ag y rural food systems para acelerar el final de la ensalada de 4800 km [de transporte] creando una national brand of urban-grown produce que en cada ciudad use el regional growing power y lo complemente con indoor growing facilities, de propiedad y manejada por small growers, donde ahora solamente hay consumers.","Part of my work now is really laying the groundwork to integrate urban ag and rural food systems to hasten the demise of the 3,000-mile salad by creating a national brand of urban-grown produce in every city, that uses regional growing power and augments it with indoor growing facilities, owned and operated by small growers, where now there are only consumers."
"Y va por New York y simplemente las coloca, empty as they are, en los posters.","And he goes around New York and just puts them, empty as they are, on posters."
Me molestó tanto lo que vi y me decepcionó tanto el artículo que ran afterwards que decidí tomarme six months off.,"So, I was so disturbed by what I saw, and I was so unhappy with the article that ran afterwards, that I decided I would take six months off."
"Bueno, la razón es que, los congestion charges, they were introduced first de modo experimental, por lo que fueron introduced in January y se quitaron at the end of July, seguidos de un referendum, y luego were reintroduced again in 2007, lo que of course fue una maravillosa scientific opportunity.","Well, the thing is that, the congestion charges, they were introduced first as a trial, so they were introduced in January and then abolished again at the end of July, followed by a referendum, and then they were reintroduced again in 2007, which of course was a wonderful scientific opportunity."
"Así, vamos a understand positive social emotion como la empathy y la compassion. Y vamos a understand los factors that encourage it, sean éstos genetic, o how people talk to one another, o los economic systems. En la medida en que comencemos a shine light on that inevitablemente vamos a converge on that fact space.","So, we're going to understand positive social emotion like empathy and compassion, and we're going to understand the factors that encourage it -- whether they're genetic, whether they're how people talk to one another, whether they're economic systems, and insofar as we begin to shine light on that we are inevitably going to converge on that fact space."
"Creo que -- I've said in the pasado, many, many years ago, antes de que anybody even invented el concepto of a green agenda -- que no es un asunto de moda, sino de survival.","I think that -- I've said in the past, many, many years ago, before anybody even invented the concept of a green agenda, that it wasn't about fashion -- it was about survival."
"Luego, hicimos una versión mucho mejor, orientada al consumidor, que muchos de ustedes ahora conocen como the SixthSense device.","Later, we moved to a much better, consumer-oriented pendant version of that, that many of you now know as the SixthSense device."
"""Y otras sources of information, que Uds. sin duda are aware, están disponibles about such features, from email interactions, online interactions, online social networks, etc.""","And other sources of information, as you're no doubt aware are available about such features, from email interactions, online interactions, online social networks and so forth."
"Esta es una food web, o un mapa de feeding links between especies que live in Alpine Lakes in the mountains of California.","So here's a food web, or a map of feeding links between species that live in Alpine Lakes in the mountains of California."
Fueron los arrojados a George Bush at an Iraqi press conference several years ago.,They were the ones thrown at George Bush at an Iraqi press conference several years ago.
